name,asn,peeringdb,manrs,noc,rpki,IRR,traffic_ratio,traffic_volume,pni_volume,routing_practice,no_customer,no_customer_of_customer,min_transit_customer_req,consistent_routes,paid_peering,info_type,policy_general,fac_count,info_ratio,policy_ratio,info_scope,ix_count,never_via_rs,info_traffic,policy_contracts,info_prefixes6,info_prefixes4
ICODIA AS44297,AS44297,1,0,1,0,1,,,,,0,0,-,0,0,Content,selective,5,Mostly Outbound,1,Europe,1,0,6,required,50,100
HopOne Internet Corp. AS14361,AS14361,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,4,Mostly Outbound,0,North America,5,0,5,private-only,25,500
Ikhlas Cipta Teknologi AS140457,AS140457,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,4,Balanced,0,Asia Pacific,4,0,7,required,100,1024
Internet Prima Nusantara AS142327,AS142327,1,0,0,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,1,Asia Pacific,5,0,6,required,48,23
Pongery AS AS200160,AS200160,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Asia Pacific,7,0,1,not-required,100,0
Colt AS8220,AS8220,0,0,1,0,1,1.0,,,,0,0,-,1,0,NSP,selective,197,Balanced,0,Global,47,0,12,not-required,2000,12000
Rudolf Maduro AS204406,AS204406,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Europe,4,0,18,not-required,4,0
Kabel-TV Lampert AS59890,AS59890,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,2,Mostly Inbound,0,Regional,6,0,18,not-required,200,200
Tritan Internet LLC (AS19330) AS19330,AS19330,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,0,Balanced,0,Global,1,0,0,not-required,2,0
"CZ.NIC, z.s.p.o. (AS200070) AS200070",AS200070,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,0,Balanced,0,Global,7,0,2,not-required,50,50
LeaseWeb Network AS16265,AS16265,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,19,Heavy Outbound,0,Global,18,0,18,not-required,300,1200
Mikhail Fedorov AS215751,AS215751,1,0,0,1,0,1.0,,,,0,0,-,0,0,Educational/Research,open,2,,0,Middle East,2,0,1,not-required,10,0
Nathan Sales AS34553,AS34553,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,3,Mostly Outbound,0,Global,10,0,2,not-required,20,10
CentralIX AS2851,AS2851,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,2,Balanced,0,Europe,1,0,5,required,500,10000
"Pacific Servers, Inc. AS63297",AS63297,1,0,1,0,0,1.0,,0.1,,0,0,-,1,0,Cable/DSL/ISP,open,4,Balanced,0,North America,1,0,3,private-only,5,15
weber.cloud AS35710,AS35710,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,3,Balanced,0,Europe,5,0,18,not-required,50,75
ISC F-ROOT JOG1 AS142576,AS142576,1,0,1,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,Regional,1,0,18,not-required,5,5
MoRENet Mozambique AS327700,AS327700,0,0,1,0,1,1.0,,,,0,0,-,1,0,Educational/Research,open,0,Balanced,0,Global,2,0,3,not-required,5,71
Orbyta AS262237,AS262237,0,0,1,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,0,Balanced,0,Global,1,0,3,not-required,0,0
Staclar Carrier AS34854,AS34854,1,0,0,0,1,1.0,,0.5,,0,0,-,0,0,NSP,selective,3,Balanced,0,Europe,4,0,5,not-required,500,500
Cerfox Telecom AS271764,AS271764,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,,2,0,18,not-required,5,10
vServer.site AS56382,AS56382,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,6,Balanced,0,Europe,10,0,6,not-required,500,800
COMNET Global IP Backbone AS61135,AS61135,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,13,Balanced,0,Global,5,0,15,not-required,25000,20000
Reliably Coded AS213279,AS213279,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Regional,2,0,0,not-required,5,5
Peg Tech Los Angeles AS398823,AS398823,1,0,1,0,1,1.0,,,,0,0,-,1,0,Content,open,1,,0,,1,0,10,not-required,100,500
L R PROVEDOR DE INTERNET AS271383,AS271383,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,1,0,5,not-required,7,7
Quad State Internet AS399788,AS399788,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,,0,,1,0,18,not-required,1,1
SpeedRS AS53218 AS53218,AS53218,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,3,0,5,not-required,30,150
Weserve B.V. AS208864,AS208864,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,11,Mostly Inbound,0,Europe,2,0,6,not-required,50,200
Equatorial Telecomunicações LTDA AS267501,AS267501,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,Regional,1,0,18,required,1,2
Nikhef AS1104,AS1104,0,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,selective,1,Balanced,0,Europe,3,0,9,not-required,100,100
ALLPOINTS FIBRE NETWORKS LIMITED AS198440,AS198440,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,6,Mostly Inbound,0,Europe,2,0,7,required,5,20
Edgio - AS23059 - LATAM AS23059,AS23059,0,0,0,0,0,1.0,,,,0,0,-,1,0,Content,restrictive,9,Mostly Outbound,0,South America,0,0,12,not-required,100,1000
Bahr IT AS48126,AS48126,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Global,2,0,5,not-required,400,200
l.root-servers.net AS20144,AS20144,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,selective,5,Mostly Outbound,0,Global,22,0,3,not-required,5,5
Zenlayer AS4229 AS4229,AS4229,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,11,Heavy Outbound,0,Global,14,0,12,not-required,10000,20000
Slashme BV AS25595,AS25595,1,0,0,1,1,1.0,,,,0,0,-,0,0,Enterprise,open,4,,0,Europe,7,0,18,not-required,50,50
GEMILANG SARANA MANDIRI AS137349,AS137349,1,0,0,0,1,1.0,,,,0,0,-,0,0,Network Services,open,1,Mostly Inbound,0,Asia Pacific,0,0,3,not-required,200,2
InterNetworX Management GmbH AS48596,AS48596,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,2,,0,Europe,1,0,18,not-required,0,0
ParadoxNetworks Limited AS52025,AS52025,1,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,32,Balanced,0,Global,23,0,3,not-required,1000,500
PremierDC Veri Merkezi A.S. - Istanbul AS42910,AS42910,0,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,5,Mostly Outbound,0,Europe,1,0,8,not-required,100,273
V4LESS-AS AS215250,AS215250,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,3,Balanced,0,,3,0,0,not-required,20,1
Beon Intermedia AS55688,AS55688,0,0,1,0,0,1.0,,1.0,,0,0,-,0,0,Content,open,1,Heavy Outbound,0,Asia Pacific,3,0,5,not-required,10,20
1&1 Versatel Deutschland AS8881,AS8881,1,0,1,0,0,1.0,,,,0,0,-,1,0,Cable/DSL/ISP,selective,10,Mostly Inbound,0,Europe,8,0,12,not-required,500,2500
Gtd Perú AS22411,AS22411,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,1,Balanced,0,South America,1,0,3,not-required,100,100
Suretec Systems Ltd. AS199659,AS199659,0,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,2,Balanced,0,Global,5,0,2,not-required,5,30
Hackerspace Brussels AS49752,AS49752,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,,1,0,18,not-required,3,0
Donini & Saldanha Telecomunicacoes AS265972,AS265972,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,open,0,Balanced,0,South America,0,0,3,not-required,2,7
xTom Estonia Legacy AS35537,AS35537,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Europe,1,0,5,not-required,100,100
The Constant Company AS20473,AS20473,1,1,1,1,1,1.0,,,,0,0,-,0,0,Content,selective,35,Mostly Outbound,0,Global,52,0,18,not-required,1000,2100
Erik Larsson AS204179,AS204179,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Mostly Outbound,0,Europe,1,0,18,not-required,10,5
NYCMesh AS395853,AS395853,0,0,0,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,2,Mostly Inbound,0,North America,1,0,3,not-required,10,10
Alibaba Cloud CDN AS24429,AS24429,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,28,Heavy Outbound,0,Global,40,0,15,not-required,0,200
LUJE.net AS212855,AS212855,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,2,Balanced,0,Europe,6,0,1,not-required,20,10
Zero Distance AS57406,AS57406,1,0,0,0,1,1.0,,,,0,0,-,0,0,Enterprise,open,0,Balanced,0,Global,11,0,8,not-required,1024,32
ServeCentric (Blanchardstown) AS15612,AS15612,1,0,0,0,1,1.0,,,,0,0,-,0,0,Enterprise,open,1,Balanced,0,Regional,1,0,3,not-required,0,1
PT Global Internet Solusindo AS149697,AS149697,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Asia Pacific,0,0,3,not-required,32,23
Fatih Unlu AS206271,AS206271,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,0,0,18,not-required,50,10
VIRTEX TELECOM AS262494,AS262494,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,2,Heavy Inbound,0,Regional,5,0,9,not-required,200,1000
MilkyWan AS2027,AS2027,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,10,Balanced,0,Europe,9,0,3,not-required,200,200
Lumen AS3356 AS3356,AS3356,1,0,1,1,0,1.0,,,,0,0,1000,0,0,NSP,restrictive,0,Balanced,0,Global,4,0,17,required,100000,500000
COLOBIX AS203410,AS203410,1,0,0,0,0,1.0,,,,0,0,-,0,0,,open,2,Balanced,0,Global,1,0,12,not-required,200,100
CatIO Network AS137256,AS137256,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,3,0,3,not-required,50,0
Menaksopal Link Nusantara AS139981,AS139981,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,7,Balanced,1,Asia Pacific,4,0,7,required,200,20
Hurricane Electric AS6939,AS6939,1,0,1,0,1,1.0,,,,0,0,-,1,0,NSP,open,318,Balanced,0,Global,314,0,17,not-required,180000,210000
Seven Networking UK AS201335,AS201335,1,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,0,Mostly Inbound,0,Global,0,0,3,not-required,6,0
Junxiao Shi AS200690,AS200690,1,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,,5,0,0,not-required,69,0
Sky Walters AS57848,AS57848,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Inbound,0,,2,0,2,not-required,100,10
NIRVANET AS212948,AS212948,1,0,0,1,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Europe,0,0,2,not-required,2,1
NHM AS62275,AS62275,1,0,0,1,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Mostly Inbound,0,Regional,5,0,7,not-required,30,100
Telesmart AS133075,AS133075,1,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,9,Balanced,0,Asia Pacific,4,0,4,not-required,100,500
Cynthia Revström AS57782,AS57782,1,0,0,0,0,1.0,,,,0,0,-,0,0,,selective,0,,0,,4,0,18,not-required,32,8
Malte Bittner AS197814,AS197814,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,3,,0,Europe,3,0,1,not-required,4,0
JARINDO NETWORK AS136879,AS136879,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Regional,4,0,3,not-required,100,5000
"OKPATH, INC. AS51844",AS51844,1,1,0,0,1,1.0,,0.25,,0,0,-,0,0,,open,0,,0,,0,0,18,not-required,0,0
xTom United States AS6233,AS6233,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,26,Balanced,0,Global,11,0,12,not-required,1000,1000
Virgin Media AS5089,AS5089,0,0,0,0,0,,,,,0,0,-,0,0,Cable/DSL/ISP,restrictive,7,Mostly Inbound,1,Regional,2,0,15,required,50,1000
Viriya Surya Abadi AS141600,AS141600,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Asia Pacific,3,0,6,not-required,0,24
Federico Martinez Fernandez AS209245,AS209245,1,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Outbound,0,,1,0,1,not-required,5,0
MARLONALKAN-AS AS215665,AS215665,0,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Mostly Outbound,0,Europe,1,0,0,not-required,10,0
TMGCORE AS398309,AS398309,0,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,selective,0,Balanced,0,Global,0,0,6,private-only,100,1000
MLaB NL AS41047,AS41047,1,0,1,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,6,Balanced,0,Europe,11,0,5,not-required,1500,1000
"Easy Online Solutions, Ltd. AS27589",AS27589,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,3,Heavy Outbound,0,Global,3,0,8,not-required,10,50
Alpine North AS206064,AS206064,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Europe,0,0,18,not-required,10,1
FansNET AS209294,AS209294,1,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Inbound,0,Regional,4,0,1,not-required,50,1
H3000 Tecnologia AS53119,AS53119,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Mostly Inbound,0,South America,2,0,4,not-required,3,7
Centauri Communications AS19214,AS19214,0,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,9,Mostly Outbound,0,Regional,0,0,3,not-required,1,20
"Pilot Fiber, Inc. AS46450",AS46450,1,0,1,0,1,1.0,,,,0,0,-,1,0,NSP,selective,13,Mostly Inbound,0,North America,5,1,18,not-required,75,500
Francesco Masala AS212539,AS212539,0,0,0,0,0,,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,1,Europe,1,0,1,private-only,8,0
Josha Prior AS199689,AS199689,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,Europe,1,0,0,not-required,32,4
GTT Communications (AS4436) AS4436,AS4436,0,0,1,0,0,,,,,0,0,1500,1,0,NSP,restrictive,0,,1,Global,0,0,18,required,10000,200000
Criteo Asia AS55569,AS55569,1,0,1,0,1,1.0,,,closest-exit,0,0,-,0,0,Content,selective,2,Balanced,0,Asia Pacific,3,0,18,not-required,10,10
JDD NET PROVEDOR DE INTERNET E SERVICOS LTDA AS271554,AS271554,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,South America,2,0,4,not-required,3,10
Navigo s.r.l. AS200794,AS200794,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,3,0,3,not-required,0,5
LeaseWeb USA AS15003,AS15003,1,0,1,0,1,1.0,,,,0,0,-,0,0,Content,selective,0,Mostly Outbound,0,North America,0,0,18,not-required,50,1000
Buyas Media Technology AS147100,AS147100,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Asia Pacific,4,0,2,not-required,100,100
FogNet - iFog GmbH AS34927,AS34927,0,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,16,Balanced,0,Global,42,0,18,not-required,1000,1000
TACT COMMUNICATION PVT LTD AS151719,AS151719,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,,0,,1,0,4,not-required,1000,2
marques e santos internet AS269075,AS269075,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,South America,3,0,5,not-required,7,7
bgp.rodeo AS202585,AS202585,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,Europe,4,0,2,not-required,10,1
Nibble Network AS202896,AS202896,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Mostly Inbound,0,Europe,2,0,4,not-required,50,100
Q Enterprise Systems Ltd. AS151350,AS151350,0,0,0,0,0,1.0,,,,0,0,-,0,0,,selective,0,Mostly Inbound,0,Asia Pacific,0,0,17,not-required,1,1
DALnet IRC Network AS31800,AS31800,0,0,0,0,0,1.0,,,,0,0,-,1,0,Non-Profit,open,0,Heavy Inbound,0,Global,15,0,2,not-required,0,2
Hetzner Online AS24940,AS24940,0,0,0,0,0,1.0,,2.0,,0,0,-,0,0,Content,open,23,Mostly Outbound,0,Europe,36,0,13,not-required,200,1000
Netdirekt A.S. AS43391,AS43391,0,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,2,Mostly Outbound,0,Global,2,0,7,private-only,15,1000
Imperium AS55016,AS55016,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,2,Balanced,0,Global,2,0,4,not-required,1,9
SUPERSPACE AS142354,AS142354,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Asia Pacific,2,0,3,not-required,256,256
Gayatri Lintas Nusantara AS141607,AS141607,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Mostly Inbound,1,Asia Pacific,3,0,9,required,200,512
GLOBNET BROADBAND SERVICE AS150014,AS150014,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,,0,0,18,not-required,5,10
Hetzner Online Cloud 2 AS213230,AS213230,0,0,0,0,0,1.0,,2.0,,0,0,-,0,0,Content,open,4,Balanced,0,North America,1,0,8,not-required,10,300
NETOPS AS201789,AS201789,1,0,1,0,1,1.0,,,,0,0,-,0,0,Enterprise,open,7,Balanced,0,Global,2,0,18,not-required,0,0
weber.investments AS61381,AS61381,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,3,Balanced,0,Europe,0,0,18,not-required,50,50
doof.net AS395823,AS395823,1,0,0,1,0,1.0,,,,0,0,-,0,0,,open,2,,0,Regional,2,0,18,not-required,20,20
IPTP Networks AS41095,AS41095,0,0,1,0,0,1.0,,,,0,0,-,1,0,NSP,restrictive,140,Balanced,0,Global,34,0,12,not-required,3000,12000
X2com Belgie B.V. AS216066,AS216066,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,1,,0,,1,0,18,not-required,1,1
Mossnet AS328461,AS328461,0,0,1,0,1,1.0,,,shortest-exit,0,0,-,1,0,Cable/DSL/ISP,open,0,Mostly Outbound,0,Africa,2,0,18,not-required,1,1
Seaborn AS13786,AS13786,1,0,1,0,0,1.0,,20.0,,0,0,-,1,0,NSP,selective,29,Mostly Inbound,0,South America,14,0,12,not-required,5000,15000
Sigfried Net AS212767,AS212767,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Mostly Inbound,0,Europe,3,0,1,not-required,5,0
Gameserverkings AS26863,AS26863,1,0,1,1,0,1.0,,,,0,0,-,0,0,Content,open,8,Mostly Outbound,0,Global,0,0,18,not-required,0,150
Project NIX AS200149,AS200149,0,0,0,0,0,1.0,,,,0,0,-,0,0,Route Collector,selective,1,,0,,9,0,18,not-required,2,2
DevStorage AS210633,AS210633,1,0,1,0,1,1.0,,,,0,0,-,0,0,Content,open,1,Mostly Outbound,0,Global,10,0,3,not-required,1000,100
HATS NETWORK AS203314,AS203314,1,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,1,Mostly Inbound,0,Global,7,0,4,not-required,2000,100
Solytro LTD AS400687,AS400687,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,1,Balanced,0,Global,1,0,12,not-required,200,1000
Next Gen Online AS137964,AS137964,1,0,0,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Balanced,1,Asia Pacific,0,0,4,private-only,1,10
23M GmbH AS47447,AS47447,1,0,1,0,0,1.0,,0.1,,0,0,-,0,0,Content,open,6,Mostly Outbound,0,Europe,3,0,18,not-required,200,500
Verizon AS701,AS701,0,0,0,0,0,,1.5,,shortest-exit,0,0,-,1,0,NSP,restrictive,19,Balanced,1,Global,1,0,12,required,25000,100000
Hayden Three AS48002,AS48002,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Heavy Outbound,0,Europe,0,0,0,required,0,0
WIND NET AS269783,AS269783,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Heavy Inbound,0,South America,4,0,8,not-required,250,500
Stromnet Communication AS139495,AS139495,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,,1,0,3,not-required,5,10
Sub 6 AS200083,AS200083,1,0,0,0,0,1.0,,,,0,0,-,0,0,,open,6,Mostly Outbound,0,Europe,3,0,2,not-required,5,10
Baoyun Network AS142566,AS142566,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,0,,0,,1,0,18,not-required,10,0
UPSTREAM INTERNET AS59538,AS59538,1,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,selective,7,Balanced,0,Global,2,0,7,private-only,50,50
FreeStone Systems AS196621,AS196621,1,0,0,1,0,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,Regional,1,0,2,not-required,5,5
Rapid-Fire-y Testnet AS212817,AS212817,0,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,2,Mostly Inbound,0,Global,3,0,3,not-required,1,1
xyTel Inc AS395394,AS395394,0,0,0,0,0,1.0,,,,1,0,-,0,0,NSP,open,0,,0,Regional,0,0,18,not-required,1,1
Cable.com Telecomunicações AS264153,AS264153,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,,0,0,18,not-required,0,0
ASK4 Ltd AS41230,AS41230,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,8,Mostly Inbound,0,Europe,6,0,18,not-required,20,50
Terrahost AS AS56655,AS56655,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,6,Balanced,0,Europe,6,0,11,not-required,1000,1000
NTEREN AS142280,AS142280,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Global,7,0,18,not-required,272,0
Servperso Systems 2 AS205523,AS205523,1,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,2,Balanced,0,Europe,0,0,2,not-required,100,50
Edgio - AS22822 AS22822,AS22822,0,0,0,0,0,1.0,,,,0,0,-,1,0,Content,selective,72,Mostly Outbound,0,Global,86,0,17,not-required,500,5000
"UNLIMITED IS LIMITED, LLC AS59993",AS59993,1,0,0,1,1,1.0,,,,0,0,-,0,0,,open,0,Balanced,0,Global,1,0,1,not-required,70,25
DataKL Solutions AS138359,AS138359,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,1,Mostly Outbound,0,Asia Pacific,4,0,18,not-required,1,4
HOTARU NETWORK AS200455,AS200455,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Global,6,0,18,not-required,50,0
PotatoNet AS17830,AS17830,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Outbound,0,Global,0,0,2,not-required,100,0
RECONET SEMESTA INDONESIA AS150936,AS150936,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Heavy Inbound,0,Asia Pacific,0,0,3,private-only,0,23
1 Click Services Limited AS200552,AS200552,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,selective,1,Balanced,0,Europe,0,0,3,private-only,1,3
Andreas Duering Network AS216427,AS216427,0,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Europe,3,0,0,not-required,2,0
Mft Internet AS135253,AS135253,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Balanced,0,Asia Pacific,1,0,4,required,10,20
Kamel Networks AS213113,AS213113,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,1,,0,Regional,4,0,18,not-required,50,50
Opera Software Americas AS21837,AS21837,0,0,1,0,1,1.0,,1.0,,0,0,-,0,0,Enterprise,selective,2,Heavy Inbound,0,Global,0,0,18,not-required,10,20
Doo Technology AS137930,AS137930,1,0,1,0,0,1.0,,,,0,0,-,1,0,Enterprise,selective,0,Balanced,0,Asia Pacific,0,0,2,not-required,0,1
WITmind AS42100,AS42100,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,1,,0,Global,1,0,18,not-required,40000,100000
Society of Young Enterprise Engineers AS25944,AS25944,1,0,1,1,0,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,North America,3,0,2,not-required,5,10
REAL TELECOM EIRELI ME - ME AS265958,AS265958,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Balanced,0,Regional,0,0,6,not-required,32,22
Nasional Online AS63868,AS63868,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Regional,2,0,3,not-required,0,4
Media Online AS135420,AS135420,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Asia Pacific,0,0,4,private-only,100,200
Acebrowse AS136319,AS136319,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Asia Pacific,1,0,4,required,10000,15000
Novanet Amaraji AS273449,AS273449,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,0,0,3,not-required,1,0
CNETWORK AS48453,AS48453,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Regional,1,0,3,not-required,100,100
PT Mafianet Akses Media AS147132,AS147132,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Asia Pacific,3,0,4,not-required,0,2
The Fire Horn AS397795,AS397795,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,3,,0,,2,0,18,not-required,1,2
Entropia e.V. AS208854,AS208854,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Balanced,0,Regional,1,0,18,not-required,10,20
DigitalOcean AS14061,AS14061,1,1,1,0,1,1.0,0.5,5.0,,0,0,-,0,0,Content,selective,19,Mostly Outbound,0,Global,22,0,12,not-required,500,2000
Hetzner Online Cloud 4 AS215859,AS215859,0,0,0,0,0,1.0,,2.0,,0,0,-,0,0,Content,open,0,Balanced,0,North America,0,0,8,not-required,0,0
NorrNod AS12501,AS12501,0,0,0,1,1,1.0,,,,0,0,-,0,0,NSP,open,0,,0,,0,0,4,not-required,0,4
